instance,method,result,elapsed,args,tag
9 20 22926 235 1113 2579 682 763 536 2901 1310 1073 1512 82 800 276 2015 1405 2632 1748 1844 1633 2611 657 326 1623 2927 2706 542 1916 1499 190 1739 2508 1793 1623 1079 1168 137 1605 1201 1967 2871,solve_greedy,27808.0,4.982948303222656e-05,-I 1 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,w
62 20 44442 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270,solve_dynamic_cost,28716.0,0.40605592727661133,-I 61 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
95 20 18967 1591 1543 2405 2383 288 480 1940 1940 224 44 930 799 546 301 1133 1308 741 602 55 137 784 877 1603 1707 878 835 1568 1499 2470 2482 1479 1520 2042 1979 271 514 1644 1651 1117 1200,solve_dynamic_cost,19721.0,0.4324381351470947,-I 91 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
46 20 17207 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108 2279 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730,solve_greedy,27271.0,4.8160552978515625e-05,-I 41 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
91 20 23655 431 265 2156 2202 765 874 1024 979 570 442 2322 2283 738 916 2868 2868 928 983 242 507 2902 2905 1820 1896 1801 1858 1240 1228 2603 2615 1492 1484 1061 1095 982 920 2938 2934 686 608,solve_bruteforce,24365.0,13.13709807395935,-I 91 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
87 20 20696 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912 2672 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733,solve_bruteforce,36637.0,13.124769687652588,-I 81 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,c
80 20 64016 1461 709 2873 2918 2218 645 1038 568 934 584 1893 1741 1581 1960 2516 1307 1178 1667 2136 1222 1752 2647 770 2503 1956 2523 1386 1938 2928 869 1907 1734 1520 881 868 2926 914 1186 179 1475,solve_greedy,32003.0,5.602836608886719e-05,-I 71 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
29 20 30849 2004 671 2491 1303 2374 2606 1618 1174 1765 1206 1163 2663 1426 35 2704 1562 1302 587 2693 897 2050 39 2664 149 1562 2811 2146 2680 370 2344 1114 872 1027 1674 2662 2412 2623 2124 2804 2219,solve_bruteforce,29134.0,13.444447040557861,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w heavy -m 0.8 -c uni,w
61 20 44353 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061 1767 982 1043 2938 563 686 997,solve_bruteforce,32449.0,13.05448603630066,-I 61 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
36 20 0 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108 2279 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730,solve_dynamic_cost,0.0,1.5974044799804688e-05,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c uni,m
55 20 22889 297 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479 1908 2042 511 271 2840 1644 1572,solve_branch_bound,28029.0,0.0008082389831542969,-I 51 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
58 20 27386 2584 1195 1067 1977 2711 1821 2312 179 858 429 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036,solve_dynamic_cost,29232.0,0.35771608352661133,-I 51 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
76 20 68828 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108 2279 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730,solve_branch_bound,34392.0,0.0005409717559814453,-I 71 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
65 20 34333 297 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479 1908 2042 511 271 2840 1644 1572,solve_bruteforce,28029.0,13.039807796478271,-I 61 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
11 20 12926 679 738 1414 1898 99 1820 535 2207 398 1492 1576 1767 63 686 2004 2269 658 2523 47 276 1010 2536 660 317 872 27 1276 8 79 1270 2126 719 455 178 872 1054 743 716 592 2070,solve_branch_bound,24041.0,0.0016989707946777344,-I 11 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.8 -c uni,w
84 20 29064 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583,solve_branch_bound,25475.0,0.001461029052734375,-I 81 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,c
89 20 22926 235 1113 2579 682 763 536 2901 1310 1073 1512 82 800 276 2015 1405 2632 1748 1844 1633 2611 657 326 1623 2927 2706 542 1916 1499 190 1739 2508 1793 1623 1079 1168 137 1605 1201 1967 2871,solve_greedy,27808.0,5.1021575927734375e-05,-I 81 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,c
77 20 51740 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912 2672 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733,solve_bruteforce,38376.0,13.20434308052063,-I 71 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
77 20 51740 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912 2672 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733,solve_branch_bound,38376.0,0.000576019287109375,-I 71 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
19 20 17166 997 671 510 1303 627 2606 1383 1174 1236 1206 1838 2663 1575 35 297 1562 1699 587 308 897 951 39 337 149 1439 2811 855 2680 2631 2344 1887 872 1974 1674 339 2412 378 2124 197 2219,solve_branch_bound,29218.0,0.008420944213867188,-I 11 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.8 -c uni,w
23 20 34334 1644 1117 2159 2606 2915 2462 2497 75 1680 2340 2581 1108 1769 795 2025 1011 2730 20 2724 1286 2386 52 2067 2005 1180 339 987 2748 2893 2458 2951 1384 1195 1977 2711 2312 1567 1943 2257 1007,solve_bruteforce,28559.0,13.329737186431885,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w heavy -m 0.8 -c uni,w
93 20 25972 875 715 719 749 1723 1812 2478 2432 2332 2372 501 661 2129 2142 1054 1044 2624 2643 1896 1838 2409 2392 2070 2006 2554 2513 2413 2384 394 246 2542 2545 592 668 1534 1515 1129 1293 498 262,solve_bruteforce,26313.0,13.118889331817627,-I 91 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
110 20 27602 2616 2655 878 1090 1198 1379 1568 1711 776 999 2470 2523 1826 1943 1479 1631 1908 2017 2042 2138 511 760 271 544 2840 2856 1644 1780 1572 1715 1117 1306 2159 2243 2107 2196 2606 2645 2915 2924,solve_branch_bound,29944.0,0.34847116470336914,-I 101 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c strong,c
22 20 27231 2554 2413 754 652 2542 592 1973 1302 498 2070 2010 2486 2918 1060 2632 2453 1813 602 2605 390 1914 2582 297 1591 947 2567 1940 224 548 5 741 55 1917 2131 1568 2470 1826 1908 2042 271,solve_branch_bound,26934.0,0.003529787063598633,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w heavy -m 0.8 -c uni,w
23 20 34334 1644 1117 2159 2606 2915 2462 2497 75 1680 2340 2581 1108 1769 795 2025 1011 2730 20 2724 1286 2386 52 2067 2005 1180 339 987 2748 2893 2458 2951 1384 1195 1977 2711 2312 1567 1943 2257 1007,solve_greedy,28559.0,5.507469177246094e-05,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w heavy -m 0.8 -c uni,w
92 20 23755 2269 2310 802 952 345 230 1135 1101 2954 2951 276 429 2682 2684 1865 1902 1322 1438 2341 2367 317 75 2692 2687 2393 2342 422 530 850 639 1725 1696 8 192 1104 1058 2922 2923 1270 1275,solve_dynamic_cost,24368.0,0.4484841823577881,-I 91 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
28 20 34274 2407 1547 1590 932 2588 1843 2847 934 2585 1457 721 2527 2024 2071 888 1068 2960 762 1898 2662 2769 779 1661 2215 1157 1722 2857 1680 2532 1991 837 491 2240 2534 2882 342 2589 154 2811 2081,solve_dynamic_cost,28043.0,0.6311140060424805,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w heavy -m 0.8 -c uni,w
20 20 12322 436 1843 262 2137 1384 1472 1905 2267 1461 1666 868 2658 18 2946 293 910 1334 2757 1231 99 431 994 299 369 442 316 1123 118 101 961 379 370 120 1801 2556 1584 284 49 476 988,solve_branch_bound,25403.0,0.003735780715942383,-I 11 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.8 -c uni,w
1 20 23655 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061 1767 982 1043 2938 563 686 997,solve_branch_bound,30258.0,0.005218029022216797,-I 1 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,w
4 20 29064 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583,solve_dynamic_cost,25475.0,0.5797030925750732,-I 1 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,w
68 20 41079 2584 1195 1067 1977 2711 1821 2312 179 858 429 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036,solve_branch_bound,29232.0,0.000537872314453125,-I 61 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
83 20 23115 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498,solve_dynamic_cost,31073.0,0.45564913749694824,-I 81 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,c
71 20 59138 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061 1767 982 1043 2938 563 686 997,solve_branch_bound,32449.0,0.0005161762237548828,-I 71 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
54 20 36331 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583,solve_dynamic_cost,25880.0,0.49967098236083984,-I 51 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
92 20 23755 2269 2310 802 952 345 230 1135 1101 2954 2951 276 429 2682 2684 1865 1902 1322 1438 2341 2367 317 75 2692 2687 2393 2342 422 530 850 639 1725 1696 8 192 1104 1058 2922 2923 1270 1275,solve_branch_bound,24368.0,0.31395387649536133,-I 91 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
2 20 23702 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270,solve_greedy,27765.0,5.412101745605469e-05,-I 1 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,w
32 20 0 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270,solve_branch_bound,0.0,0.0008859634399414062,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c uni,m
15 20 10964 129 2743 475 1893 1355 1233 510 635 323 1806 261 1587 1523 2774 11 434 204 2234 1144 1995 728 2384 941 948 427 752 2193 2536 874 2539 267 2293 543 2624 18 2032 227 1353 1552 2698,solve_branch_bound,34677.0,0.015252113342285156,-I 11 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.8 -c uni,w
79 20 57316 235 1113 2579 682 763 536 2901 1310 1073 1512 82 800 276 2015 1405 2632 1748 1844 1633 2611 657 326 1623 2927 2706 542 1916 1499 190 1739 2508 1793 1623 1079 1168 137 1605 1201 1967 2871,solve_dynamic_cost,29169.0,0.5456781387329102,-I 71 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
60 20 32008 1461 709 2873 2918 2218 645 1038 568 934 584 1893 1741 1581 1960 2516 1307 1178 1667 2136 1222 1752 2647 770 2503 1956 2523 1386 1938 2928 869 1907 1734 1520 881 868 2926 914 1186 179 1475,solve_dynamic_cost,32003.0,0.491473913192749,-I 51 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
18 20 13741 594 1547 1411 932 413 1843 154 934 416 1457 2280 2527 977 2071 2113 1068 41 762 1103 2662 232 779 1340 2215 1844 1722 144 1680 469 1991 2164 491 761 2534 119 342 412 154 190 2081,solve_greedy,28233.0,5.4836273193359375e-05,-I 11 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.8 -c uni,w
31 20 0 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061 1767 982 1043 2938 563 686 997,solve_dynamic_cost,0.0,1.0967254638671875e-05,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c uni,m
49 20 14329 235 1113 2579 682 763 536 2901 1310 1073 1512 82 800 276 2015 1405 2632 1748 1844 1633 2611 657 326 1623 2927 2706 542 1916 1499 190 1739 2508 1793 1623 1079 1168 137 1605 1201 1967 2871,solve_dynamic_cost,22880.0,0.21909093856811523,-I 41 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
103 20 25776 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406 2954 2959 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586,solve_dynamic_cost,28298.0,0.526986837387085,-I 101 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c strong,c
106 20 20888 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163 509 758,solve_branch_bound,24193.0,0.18897509574890137,-I 101 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c strong,c
42 20 14814 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270,solve_bruteforce,22846.0,14.110365867614746,-I 41 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
8 20 21908 2584 1195 1067 1977 2711 1821 2312 179 858 429 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036,solve_bruteforce,28438.0,14.561036825180054,-I 1 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,w
1 20 23655 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061 1767 982 1043 2938 563 686 997,solve_bruteforce,30258.0,14.860060214996338,-I 1 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,w
82 20 23702 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270,solve_bruteforce,27765.0,14.265130043029785,-I 81 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,c
91 20 23655 431 265 2156 2202 765 874 1024 979 570 442 2322 2283 738 916 2868 2868 928 983 242 507 2902 2905 1820 1896 1801 1858 1240 1228 2603 2615 1492 1484 1061 1095 982 920 2938 2934 686 608,solve_dynamic_cost,24365.0,0.40123701095581055,-I 91 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
69 20 42987 235 1113 2579 682 763 536 2901 1310 1073 1512 82 800 276 2015 1405 2632 1748 1844 1633 2611 657 326 1623 2927 2706 542 1916 1499 190 1739 2508 1793 1623 1079 1168 137 1605 1201 1967 2871,solve_bruteforce,29169.0,14.473275899887085,-I 61 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
83 20 23115 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498,solve_branch_bound,31073.0,0.0035600662231445312,-I 81 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,c
47 20 12935 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912 2672 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733,solve_greedy,29633.0,5.507469177246094e-05,-I 41 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
94 20 23138 509 603 2010 2023 2486 2535 331 253 220 137 2632 2631 2453 2464 1013 894 873 988 1648 1714 2605 2631 390 179 2780 2787 500 680 66 111 1973 2065 1213 1356 8 25 2252 2206 2961 2958,solve_branch_bound,23857.0,0.5465271472930908,-I 91 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
20 20 12322 436 1843 262 2137 1384 1472 1905 2267 1461 1666 868 2658 18 2946 293 910 1334 2757 1231 99 431 994 299 369 442 316 1123 118 101 961 379 370 120 1801 2556 1584 284 49 476 988,solve_greedy,24622.0,5.412101745605469e-05,-I 11 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.8 -c uni,w
88 20 21908 2584 1195 1067 1977 2711 1821 2312 179 858 429 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036,solve_greedy,28438.0,4.7206878662109375e-05,-I 81 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,c
37 20 0 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912 2672 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733,solve_dynamic_cost,0.0,1.52587890625e-05,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c uni,m
64 20 54496 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583,solve_branch_bound,25880.0,0.0007157325744628906,-I 61 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
62 20 44442 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270,solve_branch_bound,28716.0,0.0002949237823486328,-I 61 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
99 20 24666 763 619 2901 2900 1073 1074 82 182 1405 1525 1748 1777 1633 1734 657 474 1623 1754 2706 2687 1916 1916 190 234 2508 2517 1623 1584 1168 1001 1605 1577 1967 2061 1638 1635 709 919 2918 2922,solve_greedy,25201.0,2.5987625122070312e-05,-I 91 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
69 20 42987 235 1113 2579 682 763 536 2901 1310 1073 1512 82 800 276 2015 1405 2632 1748 1844 1633 2611 657 326 1623 2927 2706 542 1916 1499 190 1739 2508 1793 1623 1079 1168 137 1605 1201 1967 2871,solve_greedy,29169.0,2.5033950805664062e-05,-I 61 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
