instance,method,result,elapsed,args,tag
3967 8 16686 2312 1489 661 493 2928 2629 278 1985 371 2766 211 1505 2847 1642 1516 919,solve_dynamic_cost,13428.0,0.0015833377838134766,-I 3901 -N 100 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
3124 8 9326 1956 2027 1386 1433 2928 2925 1907 1924 1520 1459 868 1071 914 870 179 175,solve_branch_bound,9555.0,0.0008528232574462891,-I 3101 -N 100 -n 8 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
5099 16 27204 1903 1268 1545 525 660 2931 397 1318 266 1081 739 888 2146 1283 2059 1745 78 707 241 1680 855 2526 975 2836 84 216 1585 486 1741 1785 2862 2730,solve_branch_bound,24005.0,0.00043964385986328125,-I 5001 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
7433 20 25310 2769 2457 2970 1693 2344 1353 2118 770 2063 1865 2426 708 266 1924 875 348 1175 1866 57 273 1456 1383 1717 1462 1504 830 2061 449 1843 316 579 1346 323 1771 1164 2226 2505 2863 1423 2241,solve_branch_bound,26671.0,0.013866186141967773,-I 7401 -N 100 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,c
800 4 9516 149 1562 491 2811 2268 2718 1850 2485,solve_branch_bound,9576.0,0.0002923011779785156,-I 701 -N 100 -n 4 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
7289 20 35445 920 90 162 2581 2990 90 301 1703 2831 2203 1313 2720 317 1179 1097 212 47 2234 872 1989 2022 771 263 981 1037 1173 2014 2768 182 2384 2883 2026 1037 2520 1390 1709 780 1109 1172 1232,solve_branch_bound,31674.0,0.0006515979766845703,-I 7201 -N 100 -n 20 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
4340 8 11221 2927 2934 2706 2735 542 788 1916 2024 1499 1649 190 471 1739 1866 2508 2557,solve_dynamic_cost,12090.0,0.0008442401885986328,-I 4301 -N 100 -n 8 -W 3000 -C 3000 -w bal -m 0.8 -c strong,c
1287 4 2322 143 1498 1456 1674 137 263 1167 2425,solve_dynamic_cost,4186.0,7.081031799316406e-05,-I 1201 -N 100 -n 4 -W 3000 -C 3000 -w light -m 0.8 -c uni,w
1314 4 6185 2672 1837 1180 339 987 2748 2893 2458,solve_dynamic_cost,5545.0,6.175041198730469e-05,-I 1301 -N 100 -n 4 -W 3000 -C 3000 -w heavy -m 0.8 -c uni,w
6988 20 0 2813 1679 353 2947 2958 1218 123 1985 1655 787 478 2331 569 539 1184 2298 1236 1119 2285 528 1782 1695 1803 992 2728 2729 1434 1346 2972 221 340 2625 982 2986 2492 181 2998 1021 1738 1582,solve_branch_bound,0.0,0.0005602836608886719,-I 6901 -N 100 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c uni,m
5155 16 47654 1661 1865 2621 1415 1285 2516 2850 1757 2138 2193 2633 355 488 516 1443 2702 2054 1632 698 2359 1 1146 445 1399 1562 2182 1972 2129 1767 11 209 974,solve_branch_bound,25151.0,0.0002532005310058594,-I 5101 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
9102 24 0 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719,solve_branch_bound,0.0,0.0009822845458984375,-I 9101 -N 100 -n 24 -W 3000 -C 3000 -w bal -m 0.0 -c uni,m
4415 16 20482 1864 1587 794 1260 812 2528 1478 1208 2774 579 1960 310 414 2990 2132 434 2163 2996 2797 1932 2234 1857 362 1995 137 2981 2642 2768 1679 2474 1361 2694,solve_branch_bound,29270.0,0.007501125335693359,-I 4401 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 0.8 -c uni,w
3984 8 12717 34 65 1532 668 1456 815 334 2494 455 248 1358 1890 1325 60 1984 1273,solve_dynamic_cost,7513.0,0.001520395278930664,-I 3901 -N 100 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
7496 20 19338 105 2861 998 35 727 2198 524 2189 1547 1258 1381 2466 1698 1947 2707 2381 554 1772 1736 168 1023 2019 2630 1725 2079 2740 1789 2952 293 1816 1767 1071 715 2622 809 1460 594 983 497 2546,solve_branch_bound,35281.0,0.008152246475219727,-I 7401 -N 100 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,c
9104 24 0 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470,solve_branch_bound,0.0,0.0004611015319824219,-I 9101 -N 100 -n 24 -W 3000 -C 3000 -w bal -m 0.0 -c uni,m
4397 8 9480 29 326 1144 1329 2020 2118 2616 2654 1455 1610 2661 2695 1426 1583 499 749,solve_dynamic_cost,10410.0,0.0008027553558349609,-I 4301 -N 100 -n 8 -W 3000 -C 3000 -w bal -m 0.8 -c strong,c
6626 20 24021 207 1438 599 2726 2809 2548 2493 188 1212 2300 1392 1440 1179 136 2879 2926 1297 496 2764 2116 371 2476 2409 656 1660 2991 1476 210 720 2123 1380 2561 1101 1045 1959 1311 760 1604 1360 1231,solve_branch_bound,31542.0,0.007238149642944336,-I 6601 -N 100 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,w
7004 20 18165 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583,solve_branch_bound,22643.0,0.025914907455444336,-I 7001 -N 100 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
1814 4 10462 1534 1302 1129 2815 498 85 2070 509,solve_dynamic_cost,4711.0,5.650520324707031e-05,-I 1801 -N 100 -n 4 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
985 4 5377 2024 1951 2071 2082 2381 2356 246 167,solve_branch_bound,4605.0,0.00019288063049316406,-I 901 -N 100 -n 4 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
7409 20 22926 235 1113 2579 682 763 536 2901 1310 1073 1512 82 800 276 2015 1405 2632 1748 1844 1633 2611 657 326 1623 2927 2706 542 1916 1499 190 1739 2508 1793 1623 1079 1168 137 1605 1201 1967 2871,solve_branch_bound,27808.0,0.008360862731933594,-I 7401 -N 100 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,c
4810 16 9331 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036 808 235,solve_branch_bound,19439.0,0.015429019927978516,-I 4801 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
8961 24 21996 383 2965 1473 433 1119 1740 406 1208 2298 1023 1206 2237 92 422 708 2308 91 808 796 990 1733 2923 578 2348 929 1688 2178 494 1002 368 2231 1382 2005 141 222 617 1345 2565 134 1475 1128 2473 755 405 1939 2297 2745 2171,solve_branch_bound,34413.0,0.014923334121704102,-I 8901 -N 100 -n 24 -W 3000 -C 3000 -w light -m 0.8 -c uni,w
2046 4 4759 1475 1452 1619 1570 2476 2470 379 479,solve_dynamic_cost,4519.0,8.559226989746094e-05,-I 2001 -N 100 -n 4 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
237 4 6406 2940 176 1991 2543 837 491 2240 2534,solve_branch_bound,5568.0,0.00010728836059570312,-I 201 -N 100 -n 4 -W 3000 -C 3000 -w heavy -m 0.8 -c uni,w
4967 16 16768 1820 875 2490 2634 2815 2425 2147 1590 1108 1289 3 2454 488 2313 2869 635 805 707 455 956 560 29 314 734 406 785 218 2504 85 1214 185 122,solve_branch_bound,21266.0,0.0003998279571533203,-I 4901 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
2655 8 8709 2124 2804 1805 2219 2704 2565 2268 1843 2739 1095 2137 981 2030 559 1612 757,solve_branch_bound,8345.0,0.0004868507385253906,-I 2601 -N 100 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
3433 8 7890 1393 1013 982 673 1278 1942 1628 547 2055 2198 1090 401 445 2310 992 2676,solve_dynamic_cost,10812.0,0.0006866455078125,-I 3401 -N 100 -n 8 -W 3000 -C 3000 -w light -m 0.8 -c uni,w
4225 8 9981 1619 1570 2476 2470 379 479 1768 1875 652 779 1686 1610 1025 883 2872 2867,solve_dynamic_cost,10080.0,0.002256155014038086,-I 4201 -N 100 -n 8 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
3623 8 0 645 1038 568 934 584 1893 1741 1581 1960 2516 1307 1178 1667 2136 1222 1752,solve_dynamic_cost,0.0,1.4781951904296875e-05,-I 3601 -N 100 -n 8 -W 3000 -C 3000 -w bal -m 0.0 -c uni,m
5496 16 17905 1677 1809 2191 2272 429 686 1535 1682 2648 2684 1310 1479 1259 1433 1767 1890 2913 2922 1534 1681 1211 1390 1507 1657 619 857 358 622 1158 1342 266 539,solve_branch_bound,20214.0,0.015804529190063477,-I 5401 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 0.8 -c strong,c
4814 16 14358 1893 1800 1968 2162 2837 2680 2684 197 2757 1091 1862 220 2349 1951 2375 1646 1786 1775 2110 1646 86 1233 1132 2961 2491 903 635 2678 1576 1806 176 2778,solve_branch_bound,21519.0,0.021874427795410156,-I 4801 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
6872 20 34072 1599 1853 1643 724 2979 1233 2207 766 2337 1000 2460 765 2195 2935 2297 1552 916 1430 2608 2590 2553 2779 1460 369 2768 742 1894 2763 2094 1819 2654 2551 2228 2937 1473 2720 2450 2664 1776 2238,solve_branch_bound,33788.0,0.026697397232055664,-I 6801 -N 100 -n 20 -W 3000 -C 3000 -w heavy -m 0.8 -c uni,w
4224 8 9326 1956 2027 1386 1433 2928 2925 1907 1924 1520 1459 868 1071 914 870 179 175,solve_dynamic_cost,9555.0,0.0008161067962646484,-I 4201 -N 100 -n 8 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
9623 24 25884 1769 2189 931 2446 1437 1248 1666 107 2788 1784 1269 2416 1296 548 1666 2293 2172 468 2595 1779 573 1233 155 922 2762 1336 2074 758 283 1457 2928 1687 100 2093 2 330 362 2288 544 1813 441 2360 1569 2442 2312 1489 661 493,solve_branch_bound,34153.0,0.023664474487304688,-I 9601 -N 100 -n 24 -W 3000 -C 3000 -w bal -m 0.8 -c uni,c
7499 20 27823 391 504 2634 1916 2550 1521 2946 2998 2001 1029 2788 693 491 1332 1008 2375 1048 2005 180 1018 2669 2920 1199 384 1459 552 2347 725 192 105 2755 496 1077 617 2836 1993 1684 2255 2524 797,solve_branch_bound,24494.0,0.010397911071777344,-I 7401 -N 100 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,c
5371 16 18590 1486 1553 2970 2968 618 847 1533 1583 2203 2245 660 569 402 242 2114 2092 581 652 2044 2061 1216 1361 1760 1717 2636 2652 1550 1654 527 339 938 752,solve_branch_bound,19140.0,0.020961523056030273,-I 5301 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
7093 20 14260 1476 419 1448 155 1930 447 1163 257 785 1343 2260 2004 471 2508 2596 2846 605 1368 861 473 1100 2925 1550 797 67 149 2964 252 2038 297 2861 737 933 1504 457 2447 1335 132 1621 841,solve_branch_bound,19205.0,0.04834628105163574,-I 7001 -N 100 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
3250 8 12510 2349 2414 1951 2056 2375 2437 1646 1782 1786 1907 1775 1897 2110 2199 1646 1782,solve_branch_bound,12910.0,0.0006268024444580078,-I 3201 -N 100 -n 8 -W 3000 -C 3000 -w bal -m 0.8 -c strong,c
5071 16 29877 814 922 1945 2209 1664 355 1161 2783 1002 2834 848 2864 1057 1322 869 2229 2983 2496 1300 2119 2011 2636 233 6 466 2882 554 1416 1525 831 1486 2166,solve_branch_bound,30070.0,0.00040030479431152344,-I 5001 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
4175 8 7170 1573 1293 2260 336 2602 190 322 1749 55 1516 563 1267 1484 2201 104 557,solve_dynamic_cost,8919.0,0.0008001327514648438,-I 4101 -N 100 -n 8 -W 3000 -C 3000 -w bal -m 0.8 -c uni,c
530 4 6829 2005 1912 2672 1525 1837 1180 315 339,solve_branch_bound,4956.0,0.00013494491577148438,-I 501 -N 100 -n 4 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
5358 16 21660 1206 1314 488 316 2056 2086 200 438 2206 2248 2764 2787 875 706 722 853 2066 2077 1577 1594 2542 2551 1723 1674 2984 2983 691 588 1980 2082 2995 2994,solve_branch_bound,22162.0,0.050370216369628906,-I 5301 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
5451 16 18244 2606 2646 125 413 2417 2476 1618 1757 1568 1711 1174 1357 1765 1889 1301 1471 1206 1385 915 1124 2617 2655 1163 1347 495 745 2663 2696 29 326 1144 1329,solve_branch_bound,20296.0,0.026020050048828125,-I 5401 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 0.8 -c strong,c
2114 4 4136 2393 2454 227 504 422 680 2129 2216,solve_dynamic_cost,3638.0,5.125999450683594e-05,-I 2101 -N 100 -n 4 -W 3000 -C 3000 -w bal -m 0.8 -c strong,c
1824 4 17124 2606 2915 2262 2462 1197 1715 2497 87,solve_dynamic_cost,7179.0,6.103515625e-05,-I 1801 -N 100 -n 4 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
5306 16 14908 1591 1543 2405 2383 288 480 1940 1940 224 44 930 799 546 301 1133 1308 741 602 55 137 784 877 1603 1707 878 835 1568 1499 2470 2482 1479 1520,solve_branch_bound,15256.0,0.05798196792602539,-I 5301 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
4879 16 12152 2838 2121 344 1812 758 710 1702 1053 112 2146 1519 2529 2778 885 2255 1569 859 2773 1016 2315 2415 1332 2577 2317 1317 2379 391 1271 2562 1377 862 401,solve_branch_bound,20373.0,0.019025087356567383,-I 4801 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
6123 16 40428 1825 598 2646 2407 1774 1547 1590 1420 932 2588 2388 1843 1454 1761 2847 570 934 284 1235 2585 2028 1457 721 616 2527 257 1466 2091 2142 106 443 1753,solve_dynamic_cost,21883.0,0.07310891151428223,-I 6101 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
6543 16 16252 548 793 350 615 334 600 833 1050 1486 1637 46 341 2040 2136 2333 2400 2522 2570 698 928 177 460 1472 1625 1825 1943 598 838 2646 2682 2407 2466,solve_dynamic_cost,18777.0,0.10084700584411621,-I 6501 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 0.8 -c strong,c
6967 20 0 88 718 893 1666 1521 468 350 1004 2011 808 111 704 2873 1898 1781 2806 2032 756 1971 978 493 2674 1943 2145 567 2819 2520 32 2506 1222 2509 2969 2915 491 1231 1221 460 49 1186 159,solve_branch_bound,0.0,0.00044798851013183594,-I 6901 -N 100 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c uni,m
5615 16 11874 517 428 1110 1761 1139 361 599 538 1789 1917 550 1385 218 433 1483 320 1360 2276 468 2402 153 48 1495 2645 354 2117 394 1432 2451 2175 763 1293,solve_dynamic_cost,20422.0,0.09122633934020996,-I 5601 -N 100 -n 16 -W 3000 -C 3000 -w light -m 0.8 -c uni,w
6027 16 17341 1206 915 2617 1163 495 2663 29 1144 2020 2616 1455 2661 1426 499 35 2704 28 1562 741 1592 1302 919 587 2693 824 897 2050 1553 39 1022 2487 2664,solve_dynamic_cost,27267.0,0.09389901161193848,-I 6001 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
6336 16 19876 1460 2254 2439 1253 2690 1925 1883 1229 311 2281 28 1996 219 2229 1467 1056 2499 1521 533 2720 543 341 2575 2164 1184 2590 2217 61 2125 1421 2673 2419,solve_dynamic_cost,25805.0,0.10415124893188477,-I 6301 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 0.8 -c uni,c
7193 20 28521 1476 419 1448 155 1930 447 1163 257 785 1343 2260 2004 471 2508 2596 2846 605 1368 861 473 1100 2925 1550 797 67 149 2964 252 2038 297 2861 737 933 1504 457 2447 1335 132 1621 841,solve_branch_bound,21901.0,0.0007011890411376953,-I 7101 -N 100 -n 20 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
6667 20 23968 88 718 893 1666 1521 468 350 1004 2011 808 111 704 2873 1898 1781 2806 2032 756 1971 978 493 2674 1943 2145 567 2819 2520 32 2506 1222 2509 2969 2915 491 1231 1221 460 49 1186 159,solve_branch_bound,24905.0,0.0010068416595458984,-I 6601 -N 100 -n 20 -W 3000 -C 3000 -w bal -m 0.8 -c uni,w
6412 16 22821 1461 1380 2873 2885 2218 2173 1038 915 934 808 1893 1910 1581 1624 2516 2509 1178 1199 2136 2120 1752 1848 770 919 1956 2027 1386 1433 2928 2925 1907 1924,solve_dynamic_cost,23092.0,0.11166667938232422,-I 6401 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
6407 16 20194 511 306 2840 2842 1572 1535 2159 2193 2606 2643 2262 2309 1197 1223 2497 2450 75 110 1221 1321 2215 2278 563 670 1734 1797 102 56 2581 2582 1108 1206,solve_dynamic_cost,20672.0,0.12598538398742676,-I 6401 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
227 4 8692 2904 2092 2768 1431 2271 1549 2922 1611,solve_branch_bound,5252.0,0.0001761913299560547,-I 201 -N 100 -n 4 -W 3000 -C 3000 -w heavy -m 0.8 -c uni,w
4447 16 16728 303 1802 659 973 2915 1010 74 595 592 676 1099 1170 1513 172 2097 404 1216 2138 1794 1642 206 2898 2229 2879 487 303 973 855 2679 832 2075 1433,solve_branch_bound,18778.0,0.0018036365509033203,-I 4401 -N 100 -n 16 -W 3000 -C 3000 -w bal -m 0.8 -c uni,w
1741 4 9544 1623 1079 1168 137 1605 1201 1967 2871,solve_dynamic_cost,5288.0,5.7697296142578125e-05,-I 1701 -N 100 -n 4 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
3127 8 11718 1646 1672 1775 1825 1646 1519 1233 1190 2961 2964 903 781 2678 2680 1806 1701,solve_branch_bound,11441.0,0.0009052753448486328,-I 3101 -N 100 -n 8 -W 3000 -C 3000 -w bal -m 0.8 -c corr,c
5724 16 28287 2984 691 2999 215 2998 2088 2149 1725 2496 2333 1299 2788 2099 1476 2614 2365 2338 2886 1302 1263 1376 1889 2562 1838 786 1064 2404 212 2718 615 2235 907,solve_dynamic_cost,23313.0,0.11669397354125977,-I 5701 -N 100 -n 16 -W 3000 -C 3000 -w heavy -m 0.8 -c uni,w
6702 20 20784 447 2413 2247 652 459 592 1028 1302 2503 2070 991 2486 83 1060 369 2453 1188 602 396 390 1087 2582 2704 1591 2054 2567 1061 224 2453 5 2260 55 1084 2131 1433 2470 1175 1908 959 271,solve_branch_bound,27540.0,0.0009760856628417969,-I 6701 -N 100 -n 20 -W 3000 -C 3000 -w light -m 0.8 -c uni,w
